source,target,distance
119,147,3.0714
119,151,0.27638
119,159,2.1855
119,160,0.42694
119,161,0.026652
119,164,0.63122
119,165,0.28038
119,172,1.3209
119,174,0.18872
119,180,0.62715
119,186,0.18823
119,190,0.28033
119,194,0.066311
119,204,0.40769
119,208,0.76306
119,215,0.78762
119,216,0.02465
119,217,0.16941
119,220,1.1082
119,226,0.90581
119,230,0.97433
119,234,0.65542
119,241,0.28394
119,242,0.48332
119,246,0.27488
119,259,1.9117
119,271,0.49231
119,273,0.51295
119,274,0.045679
119,279,0.19958
119,281,0.58142
119,285,0.26762
119,287,0.020562
119,288,0.3723
119,296,0.56125
119,298,0.1515
119,306,0.62481
119,308,0.34918
119,313,0.24438
119,320,0.32471
119,331,0.48069
119,338,1.147
119,343,0.7554
119,346,0.31499
119,348,0.29816
119,362,0.74856
119,372,0.98088
119,390,0.99201
119,393,0.43041
119,394,1.9776
119,400,1.0506
119,404,0.43923
119,407,0.55699
119,413,0.35594
119,415,1.1031
119,421,2.1093
119,425,0.66126
119,437,0.82185
119,442,0.11249
119,443,0.94505
119,453,1.7754
119,457,0.13942
119,472,0.18177
119,475,0.95181
119,476,1.8511
119,477,0.8582
119,490,0.55073
119,492,0.44084
119,493,1.2069
119,496,0.24053
119,497,0.40433
119,500,0.030464
120,125,0.70686
120,126,1.7016
120,129,0.83573
120,132,1.9355
120,135,0.042435
120,136,0.11516
120,137,0.68384
120,141,1.8042
120,144,0.80304
120,147,2.1146
120,151,1.2331
120,159,1.2287
120,160,0.52982
120,161,0.93011
120,164,1.588
120,165,1.2371
120,172,0.36415
120,174,1.1455
120,180,1.5839
120,186,1.145
120,190,1.2371
120,194,0.89045
120,204,0.54908
120,208,0.1937
120,215,1.7444
120,216,0.93211
120,217,0.78735
120,220,0.15139
120,226,1.8626
120,230,0.01757
120,234,1.6122
120,241,1.2407
120,242,0.47345
120,246,0.68189
120,259,0.95498
120,271,0.46445
120,273,0.44382
120,274,1.0024
120,279,0.75718
120,281,1.5382
120,285,0.68914
120,287,0.9362
120,288,0.58446
120,296,1.518
120,298,0.80526
120,306,1.5816
120,308,0.60759
120,313,1.2011
120,320,1.2815
120,331,1.4375
120,338,0.19024
120,343,0.20136
120,346,1.2718
120,348,1.2549
120,362,1.7053
120,372,1.9376
120,390,1.9488
120,393,1.3872
120,394,1.0209
120,400,0.093861
120,404,1.396
120,407,0.39977
120,413,1.3127
120,415,0.14632
120,421,1.1526
120,425,0.2955
120,437,1.7786
120,442,1.0693
120,443,1.9018
120,453,0.81863
120,457,0.81735
120,472,0.77499
120,475,0.0049518
120,476,0.89429
120,477,1.815
120,490,1.5075
120,492,0.51592
120,493,0.25014
120,496,0.71624
120,497,0.55244
120,500,0.98723
125,126,0.99478
125,129,0.12887
125,132,1.2287
125,135,0.7493
125,136,0.82202
125,137,0.02302
125,141,1.0973
125,144,1.5099
125,147,2.8215
125,151,0.52628
125,159,1.9356
125,160,0.17704
125,161,0.22325
125,164,0.88112
125,165,0.53028
125,172,1.071
125,174,0.43863
125,180,0.87705
125,186,0.43813
125,190,0.53023
125,194,0.18359
125,204,0.15779
125,208,0.51316
125,215,1.0375
125,216,0.22525
125,217,0.080491
125,220,0.85825
125,226,1.1557
125,230,0.72443
125,234,0.90532
125,241,0.53384
125,242,0.23342
125,246,0.024975
125,259,1.6618
125,271,0.24241
125,273,0.26305
125,274,0.29558
125,279,0.050316
125,281,0.83132
125,285,0.017723
125,287,0.22934
125,288,0.1224
125,296,0.81115
125,298,0.098396
125,306,0.87471
125,308,0.099276
125,313,0.49428
125,320,0.57461
125,331,0.73059
125,338,0.8971
125,343,0.5055
125,346,0.56489
125,348,0.54806
125,362,0.99847
125,372,1.2308
125,390,1.2419
125,393,0.68031
125,394,1.7277
125,400,0.80072
125,404,0.68913
125,407,0.30709
125,413,0.60585
125,415,0.85318
125,421,1.8594
125,425,0.41136
125,437,1.0717
125,442,0.36239
125,443,1.1949
125,453,1.5255
125,457,0.11049
125,472,0.068129
125,475,0.70191
125,476,1.6012
125,477,1.1081
125,490,0.80063
125,492,0.19094
125,493,0.957
125,496,0.009373
125,497,0.15443
125,500,0.28037
126,129,0.86591
126,132,0.23389
126,135,1.7441
126,136,1.8168
126,137,1.0178
126,141,0.10251
126,144,2.5047
126,147,3.8163
126,151,0.4685
126,159,2.9303
126,160,1.1718
126,161,0.77153
126,164,0.11366
126,165,0.4645
126,172,2.0658
126,174,0.55616
126,180,0.11773
126,186,0.55665
126,190,0.46455
126,194,0.81119
126,204,1.1526
126,208,1.5079
126,215,0.042738
126,216,0.76953
126,217,0.91429
126,220,1.853
126,226,0.16093
126,230,1.7192
126,234,0.089459
126,241,0.46094
126,242,1.2282
126,246,1.0198
126,259,2.6566
126,271,1.2372
126,273,1.2578
126,274,0.6992
126,279,0.94447
126,281,0.16346
126,285,1.0125
126,287,0.76544
126,288,1.1172
126,296,0.18363
126,298,0.89639
126,306,0.12007
126,308,1.0941
126,313,0.5005
126,320,0.42017
126,331,0.26419
126,338,1.8919
126,343,1.5003
126,346,0.42989
126,348,0.44672
126,362,0.0036831
126,372,0.236
126,390,0.24713
126,393,0.31448
126,394,2.7225
126,400,1.7955
126,404,0.30565
126,407,1.3019
126,413,0.38894
126,415,1.848
126,421,2.8542
126,425,1.4061
126,437,0.076966
126,442,0.63239
126,443,0.20016
126,453,2.5203
126,457,0.8843
126,472,0.92665
126,475,1.6967
126,476,2.5959
126,477,0.11332
126,490,0.19415
126,492,1.1857
126,493,1.9518
126,496,0.98541
126,497,1.1492
126,500,0.71442
129,132,1.0998
129,135,0.87817
129,136,0.95089
129,137,0.15189
129,141,0.96842
129,144,1.6388
129,147,2.9504
129,151,0.39741
129,159,2.0644
129,160,0.30591
129,161,0.094378
129,164,0.75225
129,165,0.40141
129,172,1.1999
129,174,0.30975
129,180,0.74818
129,186,0.30926
129,190,0.40136
129,194,0.054719
129,204,0.28666
129,208,0.64203
129,215,0.90865
129,216,0.09638
129,217,0.04838
129,220,0.98712
129,226,1.0268
129,230,0.8533
129,234,0.77645
129,241,0.40497
129,242,0.36229
129,246,0.15385
129,259,1.7907
129,271,0.37128
129,273,0.39192
129,274,0.16671
129,279,0.078555
129,281,0.70245
129,285,0.14659
129,287,0.10047
129,288,0.25127
129,296,0.68228
129,298,0.030475
129,306,0.74584
129,308,0.22815
129,313,0.36541
129,320,0.44574
129,331,0.60172
129,338,1.026
129,343,0.63437
129,346,0.43602
129,348,0.41919
129,362,0.86959
129,372,1.1019
129,390,1.113
129,393,0.55144
129,394,1.8566
129,400,0.92959
129,404,0.56026
129,407,0.43596
129,413,0.47697
129,415,0.98205
129,421,1.9883
129,425,0.54023
129,437,0.94288
129,442,0.23352
129,443,1.0661
129,453,1.6544
129,457,0.018386
129,472,0.060743
129,475,0.83078
129,476,1.73
129,477,0.97923
129,490,0.67176
129,492,0.31981
129,493,1.0859
129,496,0.1195
129,497,0.2833
129,500,0.15149
132,135,1.978
132,136,2.0507
132,137,1.2517
132,141,0.13138
132,144,2.7386
132,147,4.0502
132,151,0.70239
132,159,3.1642
132,160,1.4057
132,161,1.0054
132,164,0.34755
132,165,0.69839
132,172,2.2997
132,174,0.79005
132,180,0.35163
132,186,0.79054
132,190,0.69844
132,194,1.0451
132,204,1.3865
132,208,1.7418
132,215,0.19115
132,216,1.0034
132,217,1.1482
132,220,2.0869
132,226,0.072959
132,230,1.9531
132,234,0.32335
132,241,0.69483
132,242,1.4621
132,246,1.2537
132,259,2.8905
132,271,1.4711
132,273,1.4917
132,274,0.9331
132,279,1.1784
132,281,0.39735
132,285,1.2464
132,287,0.99934
132,288,1.3511
132,296,0.41753
132,298,1.1303
132,306,0.35397
132,308,1.328
132,313,0.7344
132,320,0.65407
132,331,0.49809
132,338,2.1258
132,343,1.7342
132,346,0.66378
132,348,0.68062
132,362,0.23021
132,372,0.0021084
132,390,0.01324
132,393,0.54837
132,394,2.9564
132,400,2.0294
132,404,0.53954
132,407,1.5358
132,413,0.62283
132,415,2.0819
132,421,3.0881
132,425,1.64
132,437,0.15693
132,442,0.86628
132,443,0.033728
132,453,2.7542
132,457,1.1182
132,472,1.1605
132,475,1.9306
132,476,2.8298
132,477,0.12057
132,490,0.42804
132,492,1.4196
132,493,2.1857
132,496,1.2193
132,497,1.3831
132,500,0.94831
135,136,0.072724
135,137,0.72628
135,141,1.8466
135,144,0.7606
135,147,2.0722
135,151,1.2756
135,159,1.1863
135,160,0.57226
135,161,0.97255
135,164,1.6304
135,165,1.2796
135,172,0.32171
135,174,1.1879
135,180,1.6263
135,186,1.1874
135,190,1.2795
135,194,0.93289
135,204,0.59151
135,208,0.23614
135,215,1.7868
135,216,0.97455
135,217,0.82979
135,220,0.10896
135,226,1.905
135,230,0.024865
135,234,1.6546
135,241,1.2831
135,242,0.51588
135,246,0.72432
135,259,0.91254
135,271,0.50689
135,273,0.48625
135,274,1.0449
135,279,0.79961
135,281,1.5806
135,285,0.73157
135,287,0.97864
135,288,0.6269
135,296,1.5604
135,298,0.84769
135,306,1.624
135,308,0.65002
135,313,1.2436
135,320,1.3239
135,331,1.4799
135,338,0.1478
135,343,0.24379
135,346,1.3142
135,348,1.2974
135,362,1.7478
135,372,1.9801
135,390,1.9912
135,393,1.4296
135,394,0.97842
135,400,0.051426
135,404,1.4384
135,407,0.44221
135,413,1.3551
135,415,0.10388
135,421,1.1101
135,425,0.33793
135,437,1.821
135,442,1.1117
135,443,1.9442
135,453,0.7762
135,457,0.85978
135,472,0.81743
135,475,0.047386
135,476,0.85185
135,477,1.8574
135,490,1.5499
135,492,0.55836
135,493,0.2077
135,496,0.75867
135,497,0.59487
135,500,1.0297
136,137,0.799
136,141,1.9193
136,144,0.68788
136,147,1.9995
136,151,1.3483
136,159,1.1135
136,160,0.64498
136,161,1.0453
136,164,1.7031
136,165,1.3523
136,172,0.24899
136,174,1.2606
136,180,1.6991
136,186,1.2602
136,190,1.3523
136,194,1.0056
136,204,0.66424
136,208,0.30886
136,215,1.8595
136,216,1.0473
136,217,0.90251
136,220,0.036231
136,226,1.9777
136,230,0.097589
136,234,1.7273
136,241,1.3559
136,242,0.5886
136,246,0.79705
136,259,0.83982
136,271,0.57961
136,273,0.55897
136,274,1.1176
136,279,0.87234
136,281,1.6533
136,285,0.8043
136,287,1.0514
136,288,0.69962
136,296,1.6332
136,298,0.92042
136,306,1.6967
136,308,0.72275
136,313,1.3163
136,320,1.3966
136,331,1.5526
136,338,0.075079
136,343,0.31652
136,346,1.3869
136,348,1.3701
136,362,1.8205
136,372,2.0528
136,390,2.0639
136,393,1.5023
136,394,0.9057
136,400,0.021298
136,404,1.5112
136,407,0.51493
136,413,1.4279
136,415,0.031157
136,421,1.0374
136,425,0.41066
136,437,1.8938
136,442,1.1844
136,443,2.017
136,453,0.70347
136,457,0.93251
136,472,0.89015
136,475,0.12011
136,476,0.77913
136,477,1.9301
136,490,1.6227
136,492,0.63108
136,493,0.13498
136,496,0.83139
136,497,0.6676
136,500,1.1024
137,141,1.1203
137,144,1.4869
137,147,2.7985
137,151,0.5493
137,159,1.9125
137,160,0.15402
137,161,0.24627
137,164,0.90414
137,165,0.5533
137,172,1.048
137,174,0.46165
137,180,0.90007
137,186,0.46116
137,190,0.55325
137,194,0.20661
137,204,0.13476
137,208,0.49014
137,215,1.0605
137,216,0.24827
137,217,0.10351
137,220,0.83523
137,226,1.1787
137,230,0.70141
137,234,0.92834
137,241,0.55686
137,242,0.2104
137,246,0.0019545
137,259,1.6388
137,271,0.21939
137,273,0.24003
137,274,0.3186
137,279,0.073337
137,281,0.85434
137,285,0.0052976
137,287,0.25236
137,288,0.09938
137,296,0.83417
137,298,0.12142
137,306,0.89773
137,308,0.076255
137,313,0.5173
137,320,0.59763
137,331,0.75361
137,338,0.87408
137,343,0.48248
137,346,0.58792
137,348,0.57108
137,362,1.0215
137,372,1.2538
137,390,1.2649
137,393,0.70333
137,394,1.7047
137,400,0.7777
137,404,0.71215
137,407,0.28407
137,413,0.62887
137,415,0.83016
137,421,1.8364
137,425,0.38834
137,437,1.0948
137,442,0.38541
137,443,1.218
137,453,1.5025
137,457,0.13351
137,472,0.091149
137,475,0.67889
137,476,1.5781
137,477,1.1311
137,490,0.82365
137,492,0.16792
137,493,0.93398
137,496,0.032393
137,497,0.13141
137,500,0.30339
141,144,2.6072
141,147,3.9188
141,151,0.57101
141,159,3.0329
141,160,1.2743
141,161,0.87404
141,164,0.21617
141,165,0.56701
141,172,2.1683
141,174,0.65867
141,180,0.22024
141,186,0.65916
141,190,0.56706
141,194,0.9137
141,204,1.2551
141,208,1.6105
141,215,0.059772
141,216,0.87204
141,217,1.0168
141,220,1.9555
141,226,0.058424
141,230,1.8217
141,234,0.19197
141,241,0.56345
141,242,1.3307
141,246,1.1223
141,259,2.7591
141,271,1.3397
141,273,1.3603
141,274,0.80171
141,279,1.047
141,281,0.26597
141,285,1.115
141,287,0.86795
141,288,1.2197
141,296,0.28614
141,298,0.9989
141,306,0.22258
141,308,1.1966
141,313,0.60301
141,320,0.52268
141,331,0.3667
141,338,1.9944
141,343,1.6028
141,346,0.5324
141,348,0.54923
141,362,0.098827
141,372,0.13349
141,390,0.14462
141,393,0.41699
141,394,2.825
141,400,1.898
141,404,0.40816
141,407,1.4044
141,413,0.49145
141,415,1.9505
141,421,2.9567
141,425,1.5087
141,437,0.025544
141,442,0.7349
141,443,0.097655
141,453,2.6228
141,457,0.98681
141,472,1.0292
141,475,1.7992
141,476,2.6984
141,477,0.01081
141,490,0.29666
141,492,1.2882
141,493,2.0543
141,496,1.0879
141,497,1.2517
141,500,0.81693
144,147,1.3116
144,151,2.0362
144,159,0.42567
144,160,1.3329
144,161,1.7331
144,164,2.391
144,165,2.0402
144,172,0.43889
144,174,1.9485
144,180,2.3869
144,186,1.948
144,190,2.0401
144,194,1.6935
144,204,1.3521
144,208,0.99674
144,215,2.5474
144,216,1.7351
144,217,1.5904
144,220,0.65165
144,226,2.6656
144,230,0.78547
144,234,2.4152
144,241,2.0437
144,242,1.2765
144,246,1.4849
144,259,0.15194
144,271,1.2675
144,273,1.2469
144,274,1.8055
144,279,1.5602
144,281,2.3412
144,285,1.4922
144,287,1.7392
144,288,1.3875
144,296,2.321
144,298,1.6083
144,306,2.3846
144,308,1.4106
144,313,2.0042
144,320,2.0845
144,331,2.2405
144,338,0.6128
144,343,1.0044
144,346,2.0748
144,348,2.058
144,362,2.5084
144,372,2.7407
144,390,2.7518
144,393,2.1902
144,394,0.21782
144,400,0.70917
144,404,2.199
144,407,1.2028
144,413,2.1157
144,415,0.65672
144,421,0.34953
144,425,1.0985
144,437,2.5816
144,442,1.8723
144,443,2.7048
144,453,0.015598
144,457,1.6204
144,472,1.578
144,475,0.80799
144,476,0.091253
144,477,2.618
144,490,2.3105
144,492,1.319
144,493,0.5529
144,496,1.5193
144,497,1.3555
144,500,1.7903
147,151,3.3478
147,159,0.88593
147,160,2.6445
147,161,3.0447
147,164,3.7026
147,165,3.3518
147,172,1.7505
147,174,3.2601
147,180,3.6985
147,186,3.2596
147,190,3.3517
147,194,3.0051
147,204,2.6637
147,208,2.3083
147,215,3.859
147,216,3.0467
147,217,2.902
147,220,1.9632
147,226,3.9772
147,230,2.0971
147,234,3.7268
147,241,3.3553
147,242,2.5881
147,246,2.7965
147,259,1.1597
147,271,2.5791
147,273,2.5585
147,274,3.1171
147,279,2.8718
147,281,3.6528
147,285,2.8038
147,287,3.0508
147,288,2.6991
147,296,3.6326
147,298,2.9199
147,306,3.6962
147,308,2.7222
147,313,3.3158
147,320,3.3961
147,331,3.5521
147,338,1.9244
147,343,2.316
147,346,3.3864
147,348,3.3696
147,362,3.82
147,372,4.0523
147,390,4.0634
147,393,3.5018
147,394,1.0938
147,400,2.0208
147,404,3.5106
147,407,2.5144
147,413,3.4273
147,415,1.9683
147,421,0.96207
147,425,2.4101
147,437,3.8932
147,442,3.1839
147,443,4.0164
147,453,1.296
147,457,2.932
147,472,2.8896
147,475,2.1196
147,476,1.2203
147,477,3.9296
147,490,3.6221
147,492,2.6306
147,493,1.8645
147,496,2.8309
147,497,2.6671
147,500,3.1019
151,159,2.4618
151,160,0.70332
151,161,0.30303
151,164,0.35484
151,165,0.004
151,172,1.5973
151,174,0.087657
151,180,0.35077
151,186,0.088147
151,190,0.0039502
151,194,0.34269
151,204,0.68407
151,208,1.0394
151,215,0.51124
151,216,0.30103
151,217,0.44579
151,220,1.3845
151,226,0.62943
151,230,1.2507
151,234,0.37904
151,241,0.0075616
151,242,0.7597
151,246,0.55126
151,259,2.1881
151,271,0.76869
151,273,0.78933
151,274,0.2307
151,279,0.47597
151,281,0.30504
151,285,0.544
151,287,0.29694
151,288,0.64868
151,296,0.28487
151,298,0.42789
151,306,0.34843
151,308,0.62556
151,313,0.032002
151,320,0.048328
151,331,0.20431
151,338,1.4234
151,343,1.0318
151,346,0.038613
151,348,0.021776
151,362,0.47218
151,372,0.7045
151,390,0.71563
151,393,0.15402
151,394,2.254
151,400,1.327
151,404,0.16285
151,407,0.83337
151,413,0.079563
151,415,1.3795
151,421,2.3857
151,425,0.93764
151,437,0.54547
151,442,0.16389
151,443,0.66867
151,453,2.0518
151,457,0.4158
151,472,0.45815
151,475,1.2282
151,476,2.1274
151,477,0.58182
151,490,0.27435
151,492,0.71722
151,493,1.4833
151,496,0.51691
151,497,0.68071
151,500,0.24592
159,160,1.7585
159,161,2.1588
159,164,2.8167
159,165,2.4658
159,172,0.86456
159,174,2.3742
159,180,2.8126
159,186,2.3737
159,190,2.4658
159,194,2.1192
159,204,1.7778
159,208,1.4224
159,215,2.9731
159,216,2.1608
159,217,2.0161
159,220,1.0773
159,226,3.0913
159,230,1.2111
159,234,2.8409
159,241,2.4694
159,242,1.7021
159,246,1.9106
159,259,0.27373
159,271,1.6932
159,273,1.6725
159,274,2.2311
159,279,1.9859
159,281,2.7669
159,285,1.9178
159,287,2.1649
159,288,1.8132
159,296,2.7467
159,298,2.034
159,306,2.8103
159,308,1.8363
159,313,2.4298
159,320,2.5102
159,331,2.6662
159,338,1.0385
159,343,1.4301
159,346,2.5005
159,348,2.4836
159,362,2.934
159,372,3.1663
159,390,3.1775
159,393,2.6159
159,394,0.20784
159,400,1.1348
159,404,2.6247
159,407,1.6285
159,413,2.5414
159,415,1.0824
159,421,0.076141
159,425,1.5242
159,437,3.0073
159,442,2.298
159,443,3.1305
159,453,0.41007
159,457,2.0461
159,472,2.0037
159,475,1.2337
159,476,0.33442
159,477,3.0437
159,490,2.7362
159,492,1.7446
159,493,0.97856
159,496,1.9449
159,497,1.7811
159,500,2.2159
160,161,0.40029
160,164,1.0582
160,165,0.70732
160,172,0.89397
160,174,0.61567
160,180,1.0541
160,186,0.61517
160,190,0.70727
160,194,0.36063
160,204,0.019255
160,208,0.33612
160,215,1.2146
160,216,0.40229
160,217,0.25753
160,220,0.68121
160,226,1.3328
160,230,0.54739
160,234,1.0824
160,241,0.71088
160,242,0.056377
160,246,0.15206
160,259,1.4848
160,271,0.065369
160,273,0.086007
160,274,0.47262
160,279,0.22736
160,281,1.0084
160,285,0.15932
160,287,0.40638
160,288,0.054639
160,296,0.98819
160,298,0.27544
160,306,1.0517
160,308,0.077764
160,313,0.67132
160,320,0.75165
160,331,0.90763
160,338,0.72006
160,343,0.32846
160,346,0.74193
160,348,0.7251
160,362,1.1755
160,372,1.4078
160,390,1.419
160,393,0.85735
160,394,1.5507
160,400,0.62368
160,404,0.86617
160,407,0.13005
160,413,0.78288
160,415,0.67614
160,421,1.6824
160,425,0.23432
160,437,1.2488
160,442,0.53943
160,443,1.372
160,453,1.3485
160,457,0.28753
160,472,0.24517
160,475,0.52487
160,476,1.4241
160,477,1.2851
160,490,0.97767
160,492,0.013901
160,493,0.77996
160,496,0.18641
160,497,0.022614
160,500,0.4574
161,164,0.65787
161,165,0.30703
161,172,1.2943
161,174,0.21538
161,180,0.6538
161,186,0.21489
161,190,0.30698
161,194,0.039659
161,204,0.38103
161,208,0.73641
161,215,0.81427
161,216,0.0020016
161,217,0.14276
161,220,1.0815
161,226,0.93247
161,230,0.94768
161,234,0.68207
161,241,0.31059
161,242,0.45667
161,246,0.24822
161,259,1.8851
161,271,0.46566
161,273,0.4863
161,274,0.07233
161,279,0.17293
161,281,0.60807
161,285,0.24097
161,287,0.0060895
161,288,0.34565
161,296,0.5879
161,298,0.12485
161,306,0.65146
161,308,0.32253
161,313,0.27103
161,320,0.35136
161,331,0.50734
161,338,1.1203
161,343,0.72875
161,346,0.34165
161,348,0.32481
161,362,0.77522
161,372,1.0075
161,390,1.0187
161,393,0.45706
161,394,1.951
161,400,1.024
161,404,0.46588
161,407,0.53034
161,413,0.3826
161,415,1.0764
161,421,2.0827
161,425,0.63461
161,437,0.8485
161,442,0.13914
161,443,0.9717
161,453,1.7487
161,457,0.11276
161,472,0.15512
161,475,0.92516
161,476,1.8244
161,477,0.88485
161,490,0.57738
161,492,0.41419
161,493,1.1803
161,496,0.21388
161,497,0.37768
161,500,0.057116
164,165,0.35084
164,172,1.9521
164,174,0.4425
164,180,0.0040751
164,186,0.44299
164,190,0.35089
164,194,0.69753
164,204,1.0389
164,208,1.3943
164,215,0.1564
164,216,0.65587
164,217,0.80063
164,220,1.7394
164,226,0.27459
164,230,1.6056
164,234,0.024199
164,241,0.34728
164,242,1.1145
164,246,0.9061
164,259,2.543
164,271,1.1235
164,273,1.1442
164,274,0.58554
164,279,0.83081
164,281,0.049801
164,285,0.89885
164,287,0.65179
164,288,1.0035
164,296,0.069975
164,298,0.78273
164,306,0.006416
164,308,0.9804
164,313,0.38684
164,320,0.30651
164,331,0.15054
164,338,1.7782
164,343,1.3866
164,346,0.31623
164,348,0.33307
164,362,0.11734
164,372,0.34966
164,390,0.36079
164,393,0.20082
164,394,2.6088
164,400,1.6818
164,404,0.19199
164,407,1.1882
164,413,0.27528
164,415,1.7343
164,421,2.7405
164,425,1.2925
164,437,0.19062
164,442,0.51873
164,443,0.31382
164,453,2.4066
164,457,0.77064
164,472,0.813
164,475,1.583
164,476,2.4823
164,477,0.22698
164,490,0.080494
164,492,1.0721
164,493,1.8381
164,496,0.87175
164,497,1.0356
164,500,0.60076
165,172,1.6013
165,174,0.091657
165,180,0.34677
165,186,0.092147
165,190,4.9801e-05
165,194,0.34669
165,204,0.68807
165,208,1.0434
165,215,0.50724
165,216,0.30503
165,217,0.44979
165,220,1.3885
165,226,0.62543
165,230,1.2547
165,234,0.37504
165,241,0.0035615
165,242,0.7637
165,246,0.55526
165,259,2.1921
165,271,0.77269
165,273,0.79333
165,274,0.2347
165,279,0.47997
165,281,0.30104
165,285,0.548
165,287,0.30094
165,288,0.65268
165,296,0.28087
165,298,0.43189
165,306,0.34443
165,308,0.62956
165,313,0.036002
165,320,0.044328
165,331,0.20031
165,338,1.4274
165,343,1.0358
165,346,0.034613
165,348,0.017776
165,362,0.46818
165,372,0.7005
165,390,0.71163
165,393,0.15002
165,394,2.258
165,400,1.331
165,404,0.15885
165,407,0.83737
165,413,0.075563
165,415,1.3835
165,421,2.3897
165,425,0.94164
165,437,0.54147
165,442,0.16789
165,443,0.66467
165,453,2.0558
165,457,0.4198
165,472,0.46215
165,475,1.2322
165,476,2.1314
165,477,0.57782
165,490,0.27035
165,492,0.72122
165,493,1.4873
165,496,0.52091
165,497,0.68471
165,500,0.24992
172,174,1.5096
172,180,1.9481
172,186,1.5091
172,190,1.6012
172,194,1.2546
172,204,0.91322
172,208,0.55785
172,215,2.1085
172,216,1.2963
172,217,1.1515
172,220,0.21276
172,226,2.2267
172,230,0.34658
172,234,1.9763
172,241,1.6049
172,242,0.83759
172,246,1.046
172,259,0.59083
172,271,0.8286
172,273,0.80796
172,274,1.3666
172,279,1.1213
172,281,1.9023
172,285,1.0533
172,287,1.3003
172,288,0.94861
172,296,1.8822
172,298,1.1694
172,306,1.9457
172,308,0.97173
172,313,1.5653
172,320,1.6456
172,331,1.8016
172,338,0.17391
172,343,0.56551
172,346,1.6359
172,348,1.6191
172,362,2.0695
172,372,2.3018
172,390,2.3129
172,393,1.7513
172,394,0.65671
172,400,0.27029
172,404,1.7601
172,407,0.76392
172,413,1.6769
172,415,0.21783
172,421,0.78842
172,425,0.65965
172,437,2.1428
172,442,1.4334
172,443,2.266
172,453,0.45449
172,457,1.1815
172,472,1.1391
172,475,0.3691
172,476,0.53014
172,477,2.1791
172,490,1.8716
172,492,0.88007
172,493,0.11401
172,496,1.0804
172,497,0.91658
172,500,1.3514
174,180,0.43842
174,186,0.00049069
174,190,0.091607
174,194,0.25503
174,204,0.59641
174,208,0.95178
174,215,0.59889
174,216,0.21337
174,217,0.35813
174,220,1.2969
174,226,0.71709
174,230,1.1631
174,234,0.4667
174,241,0.095218
174,242,0.67204
174,246,0.4636
174,259,2.1005
174,271,0.68103
174,273,0.70167
174,274,0.14305
174,279,0.38831
174,281,0.3927
174,285,0.45635
174,287,0.20929
174,288,0.56103
174,296,0.37252
174,298,0.34023
174,306,0.43608
174,308,0.5379
174,313,0.055654
174,320,0.13598
174,331,0.29196
174,338,1.3357
174,343,0.94413
174,346,0.12627
174,348,0.10943
174,362,0.55984
174,372,0.79216
174,390,0.80329
174,393,0.24168
174,394,2.1663
174,400,1.2393
174,404,0.25051
174,407,0.74571
174,413,0.16722
174,415,1.2918
174,421,2.2981
174,425,0.84999
174,437,0.63312
174,442,0.076233
174,443,0.75632
174,453,1.9641
174,457,0.32814
174,472,0.3705
174,475,1.1405
174,476,2.0398
174,477,0.66948
174,490,0.36201
174,492,0.62957
174,493,1.3956
174,496,0.42925
174,497,0.59305
174,500,0.15826
180,186,0.43891
180,190,0.34682
180,194,0.69346
180,204,1.0348
180,208,1.3902
180,215,0.16047
180,216,0.6518
180,217,0.79656
180,220,1.7353
180,226,0.27867
180,230,1.6015
180,234,0.028274
180,241,0.34321
180,242,1.1105
180,246,0.90202
180,259,2.5389
180,271,1.1195
180,273,1.1401
180,274,0.58147
180,279,0.82673
180,281,0.045726
180,285,0.89477
180,287,0.64771
180,288,0.99945
180,296,0.0659
180,298,0.77865
180,306,0.0023409
180,308,0.97633
180,313,0.38277
180,320,0.30244
180,331,0.14646
180,338,1.7741
180,343,1.3826
180,346,0.31215
180,348,0.32899
180,362,0.12142
180,372,0.35373
180,390,0.36487
180,393,0.19674
180,394,2.6048
180,400,1.6778
180,404,0.18792
180,407,1.1841
180,413,0.2712
180,415,1.7302
180,421,2.7365
180,425,1.2884
180,437,0.1947
180,442,0.51466
180,443,0.3179
180,453,2.4025
180,457,0.76656
180,472,0.80892
180,475,1.579
180,476,2.4782
180,477,0.23105
180,490,0.076419
180,492,1.068
180,493,1.8341
180,496,0.86768
180,497,1.0315
180,500,0.59668
186,190,0.092097
186,194,0.25454
186,204,0.59592
186,208,0.95129
186,215,0.59939
186,216,0.21288
186,217,0.35764
186,220,1.2964
186,226,0.71758
186,230,1.1626
186,234,0.46719
186,241,0.095709
186,242,0.67155
186,246,0.46311
186,259,2.1
186,271,0.68054
186,273,0.70118
186,274,0.14255
186,279,0.38782
186,281,0.39319
186,285,0.45586
186,287,0.2088
186,288,0.56054
186,296,0.37301
186,298,0.33974
186,306,0.43657
186,308,0.53741
186,313,0.056145
186,320,0.13648
186,331,0.29245
186,338,1.3352
186,343,0.94364
186,346,0.12676
186,348,0.10992
186,362,0.56033
186,372,0.79265
186,390,0.80378
186,393,0.24217
186,394,2.1659
186,400,1.2389
186,404,0.251
186,407,0.74522
186,413,0.16771
186,415,1.2913
186,421,2.2976
186,425,0.8495
186,437,0.63361
186,442,0.075742
186,443,0.75681
186,453,1.9636
186,457,0.32765
186,472,0.37001
186,475,1.14
186,476,2.0393
186,477,0.66997
186,490,0.3625
186,492,0.62908
186,493,1.3951
